serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
8808,1985,2,12,1007.1,1011.5,0.0,0.0,0.0,7.7,10.1,4.5,48,35,4.4,0
8809,1985,2,13,998.1,1002.5,0.5,0.5,0.5,7.2,13.5,2.9,64,35,8.5,0
8810,1985,2,14,1002.2,1006.6,0.0,0.0,0.0,4.6,7.9,2.1,36,23,9.6,0
8811,1985,2,15,1007.2,1011.6,0.0,0.0,0.0,5.4,9.9,1.8,31,22,9.6,0
8812,1985,2,16,1006.4,1010.7,0.0,0.0,0.0,7.0,9.2,3.1,43,31,0.0,0
8813,1985,2,17,1009.9,1014.4,0.0,0.0,0.0,7.4,11.8,4.7,43,27,9.8,0
8814,1985,2,18,1019.0,1023.4,0.0,0.0,0.0,7.3,10.1,3.9,45,28,4.9,0
8815,1985,2,19,1013.3,1017.8,47.0,6.5,1.5,4.4,7.8,2.9,91,62,0.0,0
8816,1985,2,20,1001.4,1005.7,11.5,3.0,1.0,7.1,9.6,3.3,94,86,0.0,0
8817,1985,2,21,995.4,999.7,0.0,0.0,0.0,6.9,13.5,2.9,66,27,7.4,0
8818,1985,2,22,999.9,1004.3,0.0,0.0,0.0,4.6,8.5,0.6,30,19,9.7,0
8819,1985,2,23,1003.0,1007.4,0.0,0.0,0.0,4.9,8.2,0.3,38,29,8.0,0
8820,1985,2,24,1010.2,1014.7,0.0,0.0,0.0,4.6,8.5,1.5,36,15,10.1,0
8821,1985,2,25,1021.3,1025.8,0.0,0.0,0.0,5.6,9.6,1.7,38,22,9.8,0
8822,1985,2,26,1021.7,1026.2,0.0,0.0,0.0,5.9,8.9,2.4,42,28,4.5,0
8823,1985,2,27,1023.8,1028.3,0.0,0.0,0.0,5.9,8.6,3.2,59,41,2.3,0
8824,1985,2,28,1019.8,1024.4,18.5,2.0,0.5,3.1,4.8,1.6,92,80,0.0,0
8825,1985,3,1,1010.3,1014.7,2.0,1.0,0.5,6.9,10.5,3.7,85,65,1.5,0
8826,1985,3,2,1009.4,1013.8,1.0,0.5,0.5,6.8,7.9,5.9,90,79,0.0,0
8827,1985,3,3,1006.9,1011.3,0.5,0.5,0.5,8.5,14.4,4.9,63,32,7.5,0
8828,1985,3,4,1018.3,1022.7,0.0,0.0,0.0,6.1,8.5,3.1,46,33,4.7,0
8829,1985,3,5,1014.2,1018.6,4.5,3.5,1.5,5.8,7.4,4.6,73,55,0.0,0
8830,1985,3,6,1018.9,1023.4,0.0,0.0,0.0,6.0,8.0,5.0,68,55,0.7,0
8831,1985,3,7,1025.1,1029.6,0.0,0.0,0.0,7.2,10.2,4.2,68,56,3.4,0
8832,1985,3,8,1022.0,1026.4,0.0,0.0,0.0,10.3,15.0,6.4,78,67,0.9,0
8833,1985,3,9,1007.5,1011.8,1.0,0.5,0.5,11.3,17.9,6.3,83,67,0.0,0
8834,1985,3,10,1023.2,1027.7,0.0,0.0,0.0,7.5,11.0,6.0,50,32,0.5,0
8835,1985,3,11,1022.6,1027.2,31.0,2.5,0.5,2.1,6.1,1.4,91,55,0.0,0
8836,1985,3,12,1017.3,1021.7,0.0,0.0,0.0,6.0,8.2,1.3,67,52,0.0,0
8837,1985,3,13,1024.1,1028.6,0.0,0.0,0.0,7.3,10.3,4.1,65,51,0.6,0
8838,1985,3,14,1020.9,1025.4,21.5,4.5,1.5,4.9,8.0,2.0,84,65,0.0,0
8839,1985,3,15,1027.5,1031.9,0.0,0.0,0.0,5.5,9.0,3.9,65,47,5.0,0
8840,1985,3,16,1032.5,1037.0,0.0,0.0,0.0,6.2,9.2,3.4,58,41,7.2,0
8841,1985,3,17,1021.1,1025.6,24.0,6.0,1.5,5.5,7.5,3.8,85,61,0.0,0
8842,1985,3,18,1014.6,1019.0,0.0,0.0,0.0,11.8,17.0,6.2,71,50,9.8,0
8843,1985,3,19,1017.0,1021.4,13.5,3.0,1.0,6.8,10.9,4.3,74,48,0.0,0
8844,1985,3,20,1019.8,1024.2,0.0,0.0,0.0,8.0,11.6,4.6,72,52,2.2,0
8845,1985,3,21,1013.9,1018.3,12.5,3.0,1.0,7.5,8.9,5.6,88,73,0.0,0
8846,1985,3,22,1015.7,1020.0,0.5,0.5,0.5,9.6,13.7,5.1,63,39,7.2,0
8847,1985,3,23,1022.0,1026.5,1.5,1.5,0.5,6.2,7.4,5.1,67,55,0.0,0
8848,1985,3,24,1026.8,1031.2,0.5,0.5,0.5,7.1,10.5,4.1,65,43,5.4,0
8849,1985,3,25,1023.5,1027.9,0.0,0.0,0.0,10.8,15.6,4.6,72,51,7.4,0
8850,1985,3,26,1008.5,1012.7,0.5,0.5,0.5,15.9,20.3,10.8,66,42,2.1,0
8851,1985,3,27,1006.1,1010.5,16.0,5.0,1.0,6.9,11.0,4.3,73,46,0.0,0
8852,1985,3,28,1004.8,1009.2,0.0,0.0,0.0,8.9,11.9,6.0,83,68,1.3,0
8853,1985,3,29,1005.6,1010.0,0.0,0.0,0.0,10.1,12.2,7.7,82,71,0.0,0
8854,1985,3,30,1005.9,1010.2,2.5,1.5,0.5,10.2,14.6,7.5,62,23,2.7,0
8855,1985,3,31,1011.9,1016.3,1.5,1.5,0.5,7.0,11.5,4.2,63,40,3.9,0
8856,1985,4,1,1020.1,1024.5,0.0,0.0,0.0,9.3,14.1,3.3,36,23,8.9,0
8857,1985,4,2,1025.2,1029.6,0.0,0.0,0.0,10.8,14.7,4.2,48,36,7.6,0
8858,1985,4,3,1022.9,1027.2,0.0,0.0,0.0,15.4,18.5,12.2,58,39,9.6,1
8859,1985,4,4,1010.0,1014.2,26.5,5.5,2.0,15.5,17.0,13.9,87,72,0.0,0
8860,1985,4,5,1007.3,1011.5,0.0,0.0,0.0,14.8,18.7,11.8,75,48,4.2,0
8861,1985,4,6,1015.0,1019.3,0.0,0.0,0.0,14.6,19.4,10.4,37,17,9.8,0
8862,1985,4,7,1011.9,1016.2,25.0,10.5,7.0,13.5,15.0,11.8,78,62,0.0,0
8863,1985,4,8,1004.0,1008.3,15.0,4.5,1.0,13.5,15.7,11.1,92,82,0.0,0
8864,1985,4,9,1008.2,1012.5,0.0,0.0,0.0,15.1,21.2,11.1,77,49,9.1,0
8865,1985,4,10,1013.3,1017.6,0.0,0.0,0.0,14.6,20.2,9.6,79,47,7.6,0
8866,1985,4,11,1010.8,1015.0,6.5,2.5,1.0,14.8,19.0,11.8,81,57,1.8,0
8867,1985,4,12,1008.3,1012.7,31.0,4.5,1.0,8.2,13.0,6.9,91,84,0.0,0
8868,1985,4,13,1005.9,1010.3,1.5,0.5,0.5,10.0,13.0,6.4,79,67,0.0,0
8869,1985,4,14,1012.5,1016.9,0.0,0.0,0.0,11.3,16.7,7.5,63,45,12.0,0
8870,1985,4,15,1015.7,1020.1,5.0,2.5,1.0,11.0,14.7,8.2,72,61,2.1,0
8871,1985,4,16,1007.9,1012.2,6.5,2.0,1.0,12.2,15.3,10.0,88,63,0.8,0
8872,1985,4,17,1004.8,1009.1,0.0,0.5,0.0,13.5,18.2,9.4,53,35,10.7,0
8873,1985,4,18,1006.5,1010.8,6.5,2.0,0.5,10.3,13.4,9.0,82,60,0.6,0
8874,1985,4,19,1016.1,1020.4,0.0,0.0,0.0,13.8,17.7,7.5,64,35,11.1,0
8875,1985,4,20,1008.7,1012.9,11.0,6.0,3.0,16.0,19.2,13.0,68,43,5.4,0
8876,1985,4,21,1010.2,1014.5,0.0,0.0,0.0,16.2,20.9,11.2,62,39,11.6,0
8877,1985,4,22,1010.3,1014.5,4.5,4.0,1.0,16.6,21.3,11.0,74,52,5.9,0
8878,1985,4,23,1002.9,1007.0,55.5,18.0,5.0,17.3,21.5,14.8,85,61,5.7,0
8879,1985,4,24,1002.5,1006.7,1.0,1.0,1.0,16.9,23.7,12.3,70,31,6.7,0
8880,1985,4,25,1010.7,1015.0,0.0,0.0,0.0,16.1,20.2,11.7,49,30,11.4,0
8881,1985,4,26,1008.6,1012.9,0.0,0.0,0.0,18.3,22.6,13.3,69,53,8.5,0
8882,1985,4,27,1004.6,1008.8,6.0,5.0,2.0,16.1,21.0,12.0,80,66,0.9,0
8883,1985,4,28,1011.7,1016.0,0.0,0.0,0.0,14.8,19.0,11.5,60,33,9.3,0
8884,1985,4,29,1014.3,1018.6,0.0,0.0,0.0,16.3,20.7,10.5,57,28,11.9,0
8885,1985,4,30,1017.2,1021.4,0.0,0.0,0.0,17.9,23.1,11.7,56,25,10.6,0
8886,1985,5,1,1016.2,1020.4,0.0,0.0,0.0,19.2,24.5,14.4,58,26,10.9,0
8887,1985,5,2,1014.5,1018.7,0.0,0.0,0.0,19.9,24.6,16.2,65,31,10.3,0
8888,1985,5,3,1011.2,1015.4,0.0,0.0,0.0,20.0,25.4,16.0,63,36,11.1,0
8889,1985,5,4,1012.1,1016.3,0.0,0.0,0.0,20.1,25.8,14.4,56,38,11.4,0
8890,1985,5,5,1013.7,1017.9,0.0,0.0,0.0,18.5,24.3,12.8,69,54,5.9,0
8891,1985,5,6,1006.0,1010.2,2.0,1.5,0.5,21.1,23.3,18.7,66,54,1.0,0
8892,1985,5,7,1006.7,1010.9,0.5,0.5,0.5,13.5,21.2,12.2,90,75,0.0,0
8893,1985,5,8,1007.7,1012.0,0.0,0.0,0.0,17.3,22.6,13.2,69,50,7.9,0
8894,1985,5,9,1011.2,1015.5,0.0,0.0,0.0,19.1,23.1,15.4,67,51,8.7,0
8895,1985,5,10,1013.0,1017.2,1.0,1.0,0.5,19.0,21.6,15.3,72,56,3.4,0
8896,1985,5,11,1010.2,1014.4,2.5,1.0,0.5,18.8,23.5,15.2,66,41,6.4,0
8897,1985,5,12,1013.6,1017.8,0.0,0.0,0.0,19.7,24.3,15.7,63,36,11.8,0
8898,1985,5,13,1010.4,1014.6,0.0,0.0,0.0,20.0,22.4,17.0,72,57,4.7,0
8899,1985,5,14,1002.4,1006.5,9.0,1.5,0.5,18.2,18.8,17.7,88,77,0.0,0
8900,1985,5,15,1006.2,1010.3,0.0,0.0,0.0,20.7,26.5,16.7,37,17,10.2,0
8901,1985,5,16,1019.3,1023.6,0.0,0.0,0.0,17.8,21.9,15.1,31,18,11.7,0
8902,1985,5,17,1023.0,1027.3,0.0,0.0,0.0,18.5,23.2,12.3,53,28,12.6,0
8903,1985,5,18,1017.3,1021.5,0.0,0.0,0.0,19.8,23.9,16.2,65,46,11.7,0
8904,1985,5,19,1011.3,1015.5,0.0,0.0,0.0,20.7,23.4,18.2,61,43,8.6,0
8905,1985,5,20,1003.0,1007.1,7.5,6.0,2.0,20.5,22.8,18.8,84,72,0.0,0
8906,1985,5,21,1004.0,1008.2,23.0,9.0,2.5,14.3,19.0,13.2,88,82,0.0,0
8907,1985,5,22,1008.3,1012.5,0.0,0.0,0.0,17.1,20.7,13.0,76,63,5.5,0
8908,1985,5,23,1012.1,1016.3,0.0,0.0,0.0,20.8,25.3,15.5,70,49,10.0,0
8909,1985,5,24,1010.8,1015.0,24.0,10.0,4.0,20.3,23.0,18.5,85,71,0.0,0
8910,1985,5,25,1003.7,1007.9,8.5,3.5,3.0,21.9,23.1,19.1,90,63,0.0,0
8911,1985,5,26,1000.7,1004.8,0.0,0.0,0.0,22.4,25.9,19.1,71,57,3.6,0
8912,1985,5,27,1003.0,1007.1,0.0,0.0,0.0,21.7,25.4,17.0,37,21,11.4,0
8913,1985,5,28,1004.7,1008.9,0.0,0.0,0.0,21.5,24.0,18.6,56,40,5.0,0
8914,1985,5,29,1001.7,1005.8,11.5,3.0,1.0,16.6,20.0,14.2,86,64,0.0,0
8915,1985,5,30,1007.2,1011.4,0.0,0.0,0.0,16.3,19.2,12.8,66,44,11.2,0
8916,1985,5,31,1010.0,1014.2,0.0,0.0,0.0,17.4,20.8,13.7,68,50,6.8,0
8917,1985,6,1,1009.8,1014.0,0.0,0.0,0.0,19.3,23.0,15.5,65,44,9.1,0
8918,1985,6,2,1010.5,1014.7,0.0,0.0,0.0,20.4,24.0,16.0,67,30,10.7,0
8919,1985,6,3,1007.5,1011.7,0.0,0.0,0.0,21.8,25.4,19.0,71,50,4.8,0
8920,1985,6,4,1005.5,1009.6,0.0,0.0,0.0,22.8,26.7,19.6,64,42,6.8,0
8921,1985,6,5,1005.8,1009.9,0.0,0.0,0.0,23.3,28.7,18.5,49,21,12.8,0
8922,1985,6,6,1004.9,1009.0,0.0,0.0,0.0,24.8,30.1,19.0,49,28,13.1,0
8923,1985,6,7,1004.3,1008.4,0.0,0.0,0.0,25.1,29.9,19.7,47,28,11.2,0
8924,1985,6,8,1005.5,1009.7,6.0,2.0,1.5,20.2,22.6,18.0,83,66,0.0,0
8925,1985,6,9,1006.5,1010.7,6.0,1.5,0.5,18.1,19.6,16.6,89,74,0.0,0
8926,1985,6,10,1009.5,1013.7,0.5,0.5,0.5,18.5,20.6,16.9,85,74,0.0,0
8927,1985,6,11,1008.8,1013.0,0.0,0.0,0.0,18.4,21.3,15.9,74,64,0.0,0
8928,1985,6,12,1007.7,1011.9,2.5,1.5,0.5,18.3,20.6,16.1,80,68,0.4,0
8929,1985,6,13,1006.9,1011.2,39.0,4.5,1.0,16.3,17.9,14.4,90,79,0.0,0
8930,1985,6,14,1005.7,1010.0,8.0,2.0,0.5,15.1,17.4,13.5,80,63,0.6,0
8931,1985,6,15,1011.2,1015.5,0.0,0.0,0.0,15.5,18.4,13.2,64,54,1.7,0
8932,1985,6,16,1013.7,1018.0,0.0,0.0,0.0,17.4,21.5,14.1,63,40,11.1,0
8933,1985,6,17,1014.2,1018.4,0.0,0.0,0.0,18.1,22.3,14.1,60,33,10.1,0
8934,1985,6,18,1013.1,1017.4,9.0,2.5,0.5,17.0,18.8,15.8,84,72,0.0,0
8935,1985,6,19,1006.0,1010.2,43.0,7.0,2.0,19.6,22.0,16.0,95,85,0.0,0
8936,1985,6,20,1006.0,1010.2,63.0,27.0,6.5,19.6,22.9,17.1,88,74,2.9,0
8937,1985,6,21,1008.3,1012.5,0.0,0.0,0.0,20.5,22.6,18.0,90,84,0.0,0
8938,1985,6,22,1004.1,1008.2,7.5,6.0,3.0,23.3,26.9,20.0,84,68,0.3,0
8939,1985,6,23,1005.3,1009.4,0.5,0.5,0.5,24.4,28.1,21.6,79,58,4.7,0
8940,1985,6,24,1006.4,1010.5,11.0,4.5,2.0,22.0,23.8,19.6,93,84,0.0,0
8941,1985,6,25,1002.7,1006.8,28.0,4.5,1.5,20.4,22.0,19.4,95,84,0.0,0
8942,1985,6,26,1000.0,1004.1,7.0,4.0,1.0,23.1,26.4,19.5,81,65,3.8,0
8943,1985,6,27,1001.2,1005.3,1.5,1.0,0.5,22.1,23.8,19.1,82,69,0.2,0
8944,1985,6,28,1001.0,1005.1,41.0,10.0,2.5,18.6,19.5,17.8,91,82,0.0,0
8945,1985,6,29,1006.5,1010.7,11.5,4.5,1.0,20.1,22.0,17.8,85,77,0.0,0
8946,1985,6,30,1003.1,1007.2,96.0,21.0,6.0,21.7,24.7,19.3,96,90,0.0,0
8947,1985,7,1,990.4,994.4,42.5,17.5,5.0,27.0,32.2,22.4,70,38,8.9,0
8948,1985,7,2,1006.0,1010.1,4.0,1.5,0.5,22.4,25.7,20.3,79,55,0.0,0
8949,1985,7,3,1006.0,1010.1,5.0,1.5,0.5,22.3,24.2,19.7,91,74,1.3,0
8950,1985,7,4,1002.1,1006.2,0.5,0.5,0.5,22.7,25.9,20.3,87,76,0.3,0
8951,1985,7,5,1006.8,1011.0,0.5,0.5,0.5,21.0,23.2,19.8,90,80,0.0,0
8952,1985,7,6,1001.4,1005.4,0.5,0.5,0.5,24.8,29.2,20.5,83,67,1.3,0
8953,1985,7,7,1002.4,1006.5,0.0,0.5,0.0,24.8,26.7,23.4,85,67,0.0,0
8954,1985,7,8,1000.1,1004.2,0.0,0.0,0.0,23.9,26.4,22.9,84,73,1.6,0
8955,1985,7,9,1004.3,1008.4,0.0,0.0,0.0,25.1,29.7,20.9,71,50,12.4,0
8956,1985,7,10,1005.0,1009.1,0.0,0.0,0.0,24.9,28.2,22.5,84,69,2.1,0
8957,1985,7,11,998.0,1002.1,10.5,5.5,1.5,26.4,30.1,23.0,85,69,5.0,0
8958,1985,7,12,996.8,1000.9,0.0,0.0,0.0,26.9,29.2,24.8,81,67,0.0,0
8959,1985,7,13,995.6,999.6,10.0,3.5,1.0,24.2,25.9,23.0,93,86,0.0,0
8960,1985,7,14,993.8,997.8,29.0,27.0,6.5,26.3,32.2,22.7,85,56,7.2,0
8961,1985,7,15,999.9,1004.0,1.5,2.0,1.0,26.2,31.7,20.5,57,32,10.5,0
8962,1985,7,16,1002.9,1007.0,0.0,0.0,0.0,26.1,30.2,22.3,57,41,9.8,0
8963,1985,7,17,1000.8,1004.9,0.0,0.0,0.0,26.1,29.2,22.6,74,60,7.8,0
8964,1985,7,18,999.0,1003.0,0.0,0.0,0.0,28.9,32.8,25.8,66,55,11.0,0
8965,1985,7,19,1005.1,1009.2,0.0,0.0,0.0,28.3,32.7,25.3,79,58,10.9,0
8966,1985,7,20,1011.6,1015.7,9.0,9.0,7.0,27.3,31.4,24.4,80,64,3.3,0
8967,1985,7,21,1013.9,1018.0,2.0,2.0,1.5,27.0,31.5,23.6,76,63,4.8,0
8968,1985,7,22,1011.4,1015.5,0.0,0.0,0.0,26.7,31.2,23.6,77,50,5.2,0
8969,1985,7,23,1008.0,1012.1,0.0,0.0,0.0,27.3,31.2,23.4,68,52,12.1,0
8970,1985,7,24,1005.4,1009.5,0.0,0.0,0.0,28.1,32.2,24.8,68,43,10.5,0
8971,1985,7,25,1004.7,1008.7,0.0,0.0,0.0,28.4,33.0,25.1,69,46,11.8,0
8972,1985,7,26,1006.3,1010.4,0.0,0.0,0.0,28.6,33.0,25.2,68,52,9.3,0
8973,1985,7,27,1008.9,1012.9,0.0,0.0,0.0,28.6,33.1,25.9,71,52,9.4,0
8974,1985,7,28,1008.5,1012.5,0.0,0.0,0.0,28.8,33.0,25.6,63,38,8.9,0
8975,1985,7,29,1004.3,1008.3,0.0,0.0,0.0,29.3,33.5,25.2,64,44,12.4,0
8976,1985,7,30,1003.4,1007.4,0.0,0.0,0.0,29.4,34.3,26.2,72,48,8.8,0
8977,1985,7,31,1005.1,1009.2,0.0,0.0,0.0,28.6,32.3,26.6,78,63,8.2,0
8978,1985,8,1,1008.1,1012.1,0.0,0.0,0.0,28.7,31.1,26.7,77,65,2.9,0
8979,1985,8,2,1009.4,1013.4,0.0,0.0,0.0,28.4,31.9,26.3,74,62,9.0,0
8980,1985,8,3,1009.3,1013.3,0.0,0.0,0.0,28.3,32.1,25.7,73,51,12.5,0
8981,1985,8,4,1008.3,1012.3,0.0,0.0,0.0,28.6,32.2,25.3,71,56,12.4,0
8982,1985,8,5,1007.5,1011.6,0.0,0.0,0.0,28.5,32.1,25.9,76,58,11.3,0
8983,1985,8,6,1006.0,1010.0,0.0,0.0,0.0,28.1,31.6,26.5,78,57,4.8,0
8984,1985,8,7,1006.1,1010.2,29.5,16.5,5.0,27.3,29.9,24.2,84,69,2.9,0
8985,1985,8,8,1009.2,1013.3,0.0,0.0,0.0,28.3,32.1,26.3,77,59,9.8,0
8986,1985,8,9,1012.0,1016.0,0.0,0.0,0.0,28.2,31.2,26.0,72,53,9.1,0
8987,1985,8,10,1010.7,1014.8,8.0,6.5,2.5,26.9,30.4,23.7,84,64,3.1,0
8988,1985,8,11,1006.3,1010.4,32.0,14.5,6.5,25.3,26.7,23.4,90,82,0.0,0
8989,1985,8,12,1009.3,1013.3,0.0,0.0,0.0,28.4,31.5,25.7,72,60,10.0,0
8990,1985,8,13,1010.7,1014.8,0.0,0.0,0.0,28.5,32.4,25.7,75,60,10.0,0
8991,1985,8,14,1008.7,1012.8,0.0,0.0,0.0,28.3,32.4,25.3,70,50,12.1,0
8992,1985,8,15,1007.2,1011.2,0.0,0.0,0.0,28.5,32.2,25.7,75,64,9.3,0
8993,1985,8,16,1008.3,1012.3,0.0,0.0,0.0,29.4,33.3,26.6,74,54,10.6,0
8994,1985,8,17,1009.4,1013.4,0.0,0.0,0.0,29.5,33.3,27.1,74,54,10.0,0
8995,1985,8,18,1009.0,1013.0,0.0,0.0,0.0,29.8,33.9,27.0,71,49,10.6,0
8996,1985,8,19,1010.2,1014.3,0.0,0.0,0.0,28.2,31.2,26.0,73,60,5.1,0
8997,1985,8,20,1012.9,1017.0,1.0,1.0,0.5,26.0,27.8,24.3,77,65,0.0,0
8998,1985,8,21,1012.7,1016.8,0.0,0.0,0.0,27.0,29.9,24.8,66,50,4.8,0
8999,1985,8,22,1013.2,1017.3,0.0,0.0,0.0,26.9,31.5,24.7,67,44,7.2,0
9000,1985,8,23,1014.7,1018.7,0.0,0.0,0.0,26.7,31.2,23.7,62,40,11.9,0
9001,1985,8,24,1012.1,1016.2,0.0,0.0,0.0,26.7,31.8,22.6,64,29,12.3,0
9002,1985,8,25,1009.2,1013.2,0.0,0.0,0.0,27.2,31.8,23.2,64,42,10.8,0
9003,1985,8,26,1006.6,1010.7,0.0,0.0,0.0,27.2,32.0,23.8,65,35,12.0,0
9004,1985,8,27,1002.1,1006.2,0.0,0.0,0.0,27.3,31.0,24.7,72,57,10.3,0
9005,1985,8,28,1002.0,1006.1,0.0,0.0,0.0,27.9,31.8,25.2,72,45,9.3,0
9006,1985,8,29,1006.6,1010.6,0.0,0.0,0.0,28.9,33.1,25.6,72,55,11.5,0
9007,1985,8,30,1008.5,1012.5,50.0,20.0,5.0,27.6,32.8,23.7,79,55,5.1,0
9008,1985,8,31,1006.4,1010.5,25.5,17.0,3.0,27.9,32.3,23.5,81,61,7.1,0
9009,1985,9,1,1005.6,1009.6,0.0,0.0,0.0,29.5,32.9,26.8,69,56,11.7,0
9010,1985,9,2,1009.9,1014.0,7.0,6.5,3.0,28.9,35.0,23.0,65,43,8.0,0
9011,1985,9,3,1015.3,1019.4,0.0,0.0,0.0,26.2,28.6,23.9,76,62,1.0,0
9012,1985,9,4,1012.3,1016.3,0.0,0.0,0.0,27.5,30.6,24.7,76,63,8.0,0
9013,1985,9,5,1008.6,1012.6,0.0,0.0,0.0,28.7,32.4,25.9,74,53,8.3,0
9014,1985,9,6,1008.6,1012.7,4.0,4.0,3.5,27.9,31.2,23.3,78,59,1.1,0
9015,1985,9,7,1004.3,1008.4,0.0,0.0,0.0,26.6,30.5,23.4,75,55,5.9,0
9016,1985,9,8,1004.1,1008.2,0.0,0.0,0.0,27.1,31.6,22.9,70,40,9.9,0
9017,1985,9,9,1010.2,1014.3,0.0,0.0,0.0,26.1,29.6,23.4,59,49,7.0,0
9018,1985,9,10,1009.6,1013.7,0.0,0.0,0.0,26.8,29.8,23.9,70,46,4.4,0
9019,1985,9,11,1003.0,1007.1,1.5,1.5,0.5,24.1,26.3,22.2,81,75,0.0,0
9020,1985,9,12,1000.5,1004.6,0.0,0.0,0.0,24.1,26.6,21.9,76,45,1.5,0
9021,1985,9,13,1005.1,1009.2,0.0,0.0,0.0,25.1,29.3,22.5,43,29,7.1,0
9022,1985,9,14,1012.7,1016.8,0.5,0.5,0.5,22.7,25.8,19.8,59,48,4.2,0
9023,1985,9,15,1018.1,1022.3,14.5,3.0,1.0,18.5,19.9,16.6,89,81,0.0,0
9024,1985,9,16,1014.1,1018.3,3.5,2.0,0.5,18.6,20.1,17.1,93,86,0.0,0
9025,1985,9,17,1016.6,1020.8,0.0,0.0,0.0,22.1,25.5,19.2,69,43,4.2,0
9026,1985,9,18,1010.0,1014.2,0.5,0.5,0.5,20.9,22.8,19.1,84,64,0.0,0
9027,1985,9,19,1008.0,1012.1,0.0,0.0,0.0,23.7,27.7,20.4,79,59,3.5,0
9028,1985,9,20,1006.3,1010.4,0.0,0.0,0.0,23.2,28.4,20.8,81,64,3.0,0
9029,1985,9,21,1013.5,1017.6,1.0,1.0,0.5,23.1,25.6,21.3,79,62,0.3,0
9030,1985,9,22,1012.8,1017.0,6.5,4.5,3.5,22.2,25.6,19.2,83,73,0.3,0
9031,1985,9,23,1014.8,1019.0,9.5,5.0,2.5,17.3,19.6,15.7,87,70,0.0,0
9032,1985,9,24,1014.5,1018.8,21.0,4.5,2.5,15.8,16.9,14.5,95,88,0.0,0
9033,1985,9,25,1012.4,1016.6,0.0,0.0,0.0,19.7,22.3,16.4,84,73,0.0,0
9034,1985,9,26,1015.5,1019.6,0.0,0.0,0.0,22.9,26.6,18.5,68,46,7.8,0
9035,1985,9,27,1019.5,1023.7,1.0,1.0,0.5,19.7,22.4,18.6,67,55,0.1,0
9036,1985,9,28,1015.4,1019.7,9.5,3.0,1.0,17.0,18.7,15.7,83,65,0.0,0
9037,1985,9,29,1006.5,1010.8,23.5,5.0,1.5,16.7,17.6,16.0,95,93,0.0,0
9038,1985,9,30,1007.2,1011.4,2.5,1.0,0.5,20.7,24.2,16.5,77,58,4.6,0
9039,1985,10,1,1005.1,1009.2,0.0,0.0,0.0,21.7,26.2,19.1,71,48,3.8,0
9040,1985,10,2,1010.2,1014.3,0.0,0.0,0.0,20.8,25.1,17.8,42,26,7.8,0
9041,1985,10,3,1015.3,1019.5,0.0,0.0,0.0,20.4,24.7,14.9,53,33,9.7,0
9042,1985,10,4,1014.9,1019.1,0.0,0.0,0.0,21.1,24.7,16.7,61,51,1.1,0
9043,1985,10,5,1015.0,1019.2,0.0,0.0,0.0,20.1,23.7,18.4,71,45,0.0,0
9044,1985,10,6,1010.6,1014.9,45.5,5.0,1.5,17.2,18.7,15.9,95,80,0.0,0
9045,1985,10,7,1000.7,1004.8,0.0,0.0,0.0,21.3,25.7,16.9,80,54,5.6,0
9046,1985,10,8,1005.6,1009.8,0.0,0.0,0.0,21.2,25.9,16.9,55,29,9.7,0
9047,1985,10,9,1016.1,1020.3,0.0,0.0,0.0,20.8,24.2,17.2,56,42,9.9,0
9048,1985,10,10,1020.7,1024.9,0.0,0.0,0.0,21.3,24.1,18.6,71,56,6.0,0
9049,1985,10,11,1019.9,1024.1,17.5,3.0,1.5,20.0,21.1,18.8,94,83,0.0,0
9050,1985,10,12,1015.6,1019.8,0.0,0.0,0.0,23.4,27.3,18.9,79,60,4.8,0
9051,1985,10,13,1004.4,1008.5,0.0,0.0,0.0,25.8,29.0,23.4,68,52,9.8,0
9052,1985,10,14,1007.4,1011.6,20.0,7.5,2.0,17.0,25.0,14.4,77,48,0.0,0
9053,1985,10,15,1018.7,1023.0,0.0,0.0,0.0,15.4,18.8,12.1,60,48,6.1,0
9054,1985,10,16,1013.2,1017.5,0.0,0.0,0.0,16.5,20.5,10.5,68,54,8.8,0
9055,1985,10,17,1004.6,1008.7,1.5,1.0,0.5,16.6,19.7,13.9,68,54,0.7,0
9056,1985,10,18,1009.9,1014.2,0.0,0.0,0.0,14.1,15.1,12.9,58,47,0.0,0
9057,1985,10,19,1013.3,1017.6,0.0,0.0,0.0,15.0,18.6,10.5,65,52,7.5,0
9058,1985,10,20,1018.0,1022.3,0.0,0.0,0.0,14.7,16.5,12.8,70,64,0.1,0
9059,1985,10,21,1021.1,1025.4,0.0,0.0,0.0,16.1,19.0,13.2,56,40,5.8,0
9060,1985,10,22,1014.0,1018.3,0.0,0.0,0.0,15.5,18.7,13.4,71,56,2.7,0
9061,1985,10,23,1011.3,1015.6,0.0,0.0,0.0,17.2,21.8,11.3,57,34,8.7,0
9062,1985,10,24,1008.8,1013.1,0.0,0.0,0.0,17.1,22.0,12.0,57,41,9.4,0
9063,1985,10,25,1015.9,1020.2,0.0,0.0,0.0,14.9,19.0,12.5,40,30,7.6,0
9064,1985,10,26,1020.3,1024.6,0.0,0.0,0.0,12.8,15.0,10.1,58,49,0.8,0
9065,1985,10,27,1016.6,1020.9,0.0,0.0,0.0,16.0,22.2,10.7,50,31,9.9,0
